가게이름,카테고리,주소,전화번호,영업시간,메뉴,최소가격,최대가격,차액,평점,사진,주소,나이대,분위기,목적
이자와,면요리,광주시 동구 충장로2가 14,070-7789-5515,매일 오전 11시 - 오후 10시,"['규카츠 정식', '규카츠더블 정식', '오야꼬동(닭다리살덮밥)', '마제소바', '바질라멘', '규카츠카레', '스테키동', '특로스카츠', '로스카츠', '통모짜렐라치즈카츠', '히레카츠', '돈토로동(항정살덮밥)', '규동(우삼겹덮밥)']","['17,000원', '29,000원', '12,000원', '11,000원', '11,000원', '18,000원', '16,000원', '13,000원', '12,000원', '13,000원', '12,000원', '13,000원', '12,000원']",11000,29000,18000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200325170410_photo1_1089fc743c86.jpg,https://www.diningcode.com/profile.php?rid=5doVMUVk4X3P,"['20대', '30대']","['점심식사', '저녁식사', '혼밥', '데이트', '가족외식', '식사모임']","['가성비좋은', '조용한', '깔끔한', '예쁜']"
화랑궁회관,면요리,광주시 동구 대인동 165-4,062-224-1800,매일 오전 11시 - 오후 9시 30분,"['생고기비빔밥', '생고기', '생태탕', '우족탕', '떡국', '불고기', '낙지비빔밥', '생삼겹', '삼계탕', '청국장', '냉면', '돌솥비빔밥', '연포탕']","['12,000원', '30,000원', '12,000원', '15,000원', '10,000원', '13,000원', '13,000원', '17,000원', '17,000원', '10,000원', '10,000원', '12,000원', '20,000원']",10000,30000,20000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=wC65Yj42clhk,"['40대', '50대']","['점심식사', '데이트']","['푸짐한', '깔끔한']"
쿠로시로,면요리,광주시 동구 금남로2가 17-1 쿠로시로,062-716-1710,매일 오전 11시 30분 - 오후 8시 30분,"['토리 파이탄', '카라 파이탄', '쇼유 라멘', '시오 라멘']","['10,000원', '10,000원', '10,000원', '10,000원']",10000,10000,0,4.4점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230528044826971_photo_8122546e6f57.jpg,https://www.diningcode.com/profile.php?rid=I3OwW9DuGrZx,"['20대', '30대']","['점심식사', '저녁식사', '혼밥']",[]
풍남옥,면요리,광주시 동구 대의동 67,062-234-9888,매일 자정 12시 - 자정 12시,"['전주콩나물국밥', '함흥냉면', '돼지콩나물국밥', '돼지애호박찌개', '황태해장국']","['8,000원', '9,000원', '9,000원', '9,000원', '9,000원']",8000,9000,1000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20210728092357_photo1_45241ef334d7.jpg,https://www.diningcode.com/profile.php?rid=hhE9x9d34NC9,['20대'],"['점심식사', '저녁식사', '회식', '간식']",['깔끔한']
제일반점,면요리,광주시 동구 금남로5가 147-7,062-224-6670,"월-금,토 오전 10시 30분 - 오후 8시 30분","['옛날짜장', '탕수육']","['10,000원', '19000~35000']",10000,10000,0,3.0점,게시되지 않음,https://www.diningcode.com/profile.php?rid=lSDgSYzwI68S,['40대'],"['점심식사', '혼밥']",['깔끔한']
온리고 광주점,면요리,광주시 동구 황금동 13-9,,"화,수,목,금,토/일 오전 11시 - 오후 9시","['소고기덮밥(간장)', '소고기덮밥(양념)', '케이준감자튀김', '치즈스틱', '어니언링', '돼지고기덮밥(간장)', '돼지고기덮밥(양념)', '닭고기덮밥(간장)', '닭고기덮밥(양념)', '돼지고기카레', '등심돈까스', '야채튀김', '모둠고로케']","['13,900원', '14,900원', '4,000원', '3,500원', '3,500원', '12,900원', '13,900원', '11,900원', '12,900원', '12,900원', '5,000원', '5,000원', '4,500원']",3500,14900,11400,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220607050709_photo1_430618be5760.jpg,https://www.diningcode.com/profile.php?rid=VczG8qJVOaVE,[],[],[]
청킹맨션,면요리,광주시 동구 불로동 43 2층,062-232-0353,매일 오전 11시 30분 - 오후 9시,"['갈비짬뽕', '꿔바로우', '멘보샤', '짜장면', '짬 뽕', '백짬뽕', '볶음밥', '불고기밥', '군만두', '깐쇼새우', '깐풍기']","['9,000원', '16,000원', '7,000원', '6,000원', '7,000원', '7,000원', '8,000원', '9,000원', '7,000원', '18,000원', '16,000원']",6000,18000,12000,3.7점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200226101123126_photo_f8089d108807.jpg,https://www.diningcode.com/profile.php?rid=PMAnTra5bY6p,"['20대', '30대']","['저녁식사', '데이트']","['분위기좋은', '푸짐한', '깔끔한', '예쁜']"
은성김밥,면요리,광주시 동구 황금동 74,062-227-9642,"김밥 2줄 2,500원","['김밥 2줄', '찹쌀순대', '떡볶이', '상추튀김', '모듬튀김', '은성김밥', '김치김밥', '치즈김밥', '떡만두국', '김치찌개']","['2,500원', '4,000원', '3,000원', '4,000원', '4,000원', '2,500원', '3,500원', '3,500원', '6,000원', '5,000원']",2500,6000,3500,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20191210230840_photo1_23cf08c552e0.jpg,https://www.diningcode.com/profile.php?rid=bO159LKbawXh,"['20대', '30대']",['데이트'],[]
한끼맛있다 광주충장로점,면요리,광주시 동구 황금동 111,062-222-7779,매일 오전 11시 - 오후 9시 30분,"['갈릭 목살 스테이크', '매콤 목살 찹 스테이크', '한끼 김치 필라프', '숯불 필라프', '오징어 치즈 덮밥', '크림 치킨 리조또', '로제리조또', '크림 빠네 파스타', '로제 빠네 파스타', '게살 크림 까르보나라', '훈제 오리 까르보나라', '매콤삼겹 파스타', '부추 통상겹 스테이크', '매콤 닭가슴살 파스타', '토마토 파스타', '해물 볶음 파스타', '통마늘 오일 파스타', '하와이안 게살 피자', '마약 옥수수 피자', '고르곤졸라 피자', '게살 튀김 샐러드', '훈제 오리 샐러드', '브리또 비프 샐러드', '바베큐 치킨 스테이크', '한끼 샐러드', '에이드', '탄산음료', '매콥 통삽겹 스테이크', '한끼 찹 스테이크', '매콤 대창덮밥', '매콤 대창 파스타', '게살 새우 필라프', '소고기 필라프']","['17,000원', '17,000원', '9,900원', '9,900원', '9,900원', '9,900원', '9,900원', '13,900원', '13,900원', '9,900원', '9,900원', '9,900원', '17,000원', '9,900원', '9,900원', '9,900원', '9,900원', '13,900원', '13,900원', '13,900원', '8,900원', '8,900원', '8,900원', '17,000원', '6,000원', '4,000원', '2,500원', '17,000원', '20,000원', '13,900원', '13,900원', '9,900원', '9,900원']",2500,20000,17500,4.5점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200929101215571_photo_f8089d108807.jpg,https://www.diningcode.com/profile.php?rid=78yzpV8jYtgy,[],[],[]
니뽕내뽕 광주충장로점,면요리,광주시 동구 충장로3가 15,062-225-2848,매일 오전 11시 30분 - 오후 8시 50분,"['마라크뽕', '콘치즈크뽕', '크뽕', '로뽕', '맵크뽕', '안맵짜장', '토뽕', '태뽕', '일뽕', '뽕골레', '로제불고기리조또', '크림불고기리조또', '탄산세트', '맵로제리조또', '핫시크 리조또', '포테이컨피자', '콘치즈피자', '페피자', '내피자', '니피자', '차뽕', '맵짜장']","['12,900원', '11,900원', '9,900원', '10,900원', '10,900원', '8,500원', '9,900원', '9,500원', '8,500원', '9,900원', '10,900원', '10,500원', '27,900원', '11,500원', '10,200원', '12,900원', '12,900원', '12,900원', '10,900원', '10,900원', '8,500원', '9,500원']",8500,27900,19400,2.3점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200815012150488_photo_f8089d108807.jpg,https://www.diningcode.com/profile.php?rid=iGAHa7eMoyiq,[],[],[]
돈쌈냉면,면요리,광주시 동구 황금동 116,062-234-1008,매일 오전 10시 - 오후 10시,"['물냉면+숯불고기', '비빔냉면+숯불고기', '비빔밥+직화구이', '열무냉면+숯불고기', '열무비빔냉면+숯불고기', '소고기쌀국수', '비빔밥', '볶음면']","['4,900원', '5,300원', '5,500원', '5,900원', '6,100원', '4,900원', '5,500원', '5,900원']",4900,6100,1200,3.6점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220606062418_photo1_87d6486b3107.jpg,https://www.diningcode.com/profile.php?rid=HMwwMfMv2vYA,"['20대', '40대']","['점심식사', '저녁식사', '혼밥', '데이트']",[]
더바른짬뽕,면요리,광주시 동구 대인동 150,,"월-금,토 오전 11시 - 오후 9시","['고추잡채', '깐풍새우', '해물짬뽕', '매운짬뽕', '양장피', '탕수육', '칠리새우', '간짜장', '유니짜장', '해물돌판짜장', '알곤이짬뽕']","['25000~35000', '30000~40000', '13,000원', '90,000원', '25000~40000', '13000~40000', '30000~40000', '9,000원', '7,000원', '23,000원', '13,000원']",7000,90000,83000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230506091415_photo1_eb8a7a03d008.jpg,https://www.diningcode.com/profile.php?rid=hv2eidJ8wOIc,['40대'],"['회식', '가족외식']",[]
본가뒷고기,면요리,광주시 동구 황금동 22-1,062-222-0788,매일 오후 5시 - 자정 12시,"['뒷고기', '갈매기', '파무침비빔밥', '닭발', '라면']","['10,000원', '14,000원', '3,500원', '12,000원', '3,500원']",3500,14000,10500,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=SiMrsbN8Mjuq,['30대'],[],['지역주민이찾는']
화신돼지,면요리,광주시 동구 호남동 5-9,,"월,수,목,금,토/일 오후 5시 - 자정 12시","['냉면', '된장찌개', '숙성삼겹살', '숙성목살', '김치찌개', '치즈계란찜']","['7,000원', '6,000원', '19,000원', '19,000원', '8,000원', '5,000원']",5000,19000,14000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230103101656_photo1_eb8a7a03d008.jpg,https://www.diningcode.com/profile.php?rid=Ed7d8qruPZA3,[],[],[]
동보성,면요리,광주시 동구 금남로5가 62-8,062-223-3159,매일 오전 10시 30분 - 오후 9시,"['짜장면', '군만두', '우동', '짬뽕', '간짜장']","['5,000원', '5,000원', '7,000원', '7,000원', '7,000원']",5000,7000,2000,3.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20221223140609_photo1_13346a3efb38.jpg,https://www.diningcode.com/profile.php?rid=tATof4Nu1Zjj,[],[],[]
빨봉분식,면요리,광주시 동구 황금동 46-1,062-234-8079,매일 오전 11시 - 오후 10시,"['빨떡에 치즈추가', '빨봉떡볶이', '고구마튀김(3ea)', '새우튀김(3ea)', '오징어튀김(3ea)', '빨봉간편떡볶이', '빨봉돈가스', '치즈돈가스', '돈가스떡볶이', '비빔만두 ', '매콤찰순대', '샐러드돈가스', '라면떡볶이', '쿨피스', '탄산음료', '샐러드우동', '연탄불고기덮밥', '볶음밥', '오므라이스', '유부우동', '쫄면', '쫄만두', '라면', '치즈떡볶이', 'SET1', 'SET2', 'SET3', 'SET4', 'SET5', '고기군만두', '튀김오뎅', '모듬튀김', '야채튀김(3ea)', '김말이튀김(3ea)', '고추튀김(3ea)']","['7,000원', '6,000원', '2,500원', '2,500원', '2,500원', '4,000원', '7,000원', '8,000원', '8,000원', '5,500원', '3,500원', '8,000원', '5,500원', '2,000원', '2,000원', '7,000원', '7,000원', '6,000원', '6,500원', '5,000원', '6,000원', '7,000원', '4,500원', '6,500원', '11,500원', '13,500원', '15,500원', '12,500원', '13,500원', '3,000원', '2,500원', '6,000원', '2,500원', '2,500원', '2,500원']",2000,15500,13500,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230524102500100_photo_2e407f7eb942.jpg,https://www.diningcode.com/profile.php?rid=lTFOoWKko4FE,"['20대', '50대']",[],"['가성비좋은', '푸짐한', '깔끔한', '예쁜']"
마시타,면요리,광주시 동구 대의동 6-3,070-4027-2166,월-금 오전 11시 30분 - 오후 8시 (대체공휴일(부처님 오신 날)),"['차슈덮밥', '돈코츠라멘', '규동', '마시타라멘', '가츠동']","['8,500원', '7,500원', '7,500원', '7,500원', '8,000원']",7500,8500,1000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220716062817115_photo_91f7c2cc9732.jpg,https://www.diningcode.com/profile.php?rid=BXI3znRZHrcJ,['30대'],['점심식사'],[]
더솥,면요리,광주시 동구 광산동 79-8,062-225-1978,매일 오전 11시 - 오후 9시,"['낙지볶음 2인이상주문가능', '청국장', '공기밥', '소면', '치즈토핑']","['11,500원', '6,500원', '1,000원', '1,000원', '2,000원']",1000,11500,10500,3.5점,https://d12zq4w4guyljn.cloudfront.net/750_750_20221202111831_photo1_cc4674d4194e.jpg,https://www.diningcode.com/profile.php?rid=6FBzQ9bdJ8D9,"['20대', '30대']",[],['깔끔한']
영안반점,면요리,광주시 동구 금남로5가 135,062-223-6098,매일 오전 10시 30분 - 오후 9시,"['짜장면', '삼선짬뽕', '탕수육', '우동', '짬짜면', '삼선우동', '볶음밥', '짜장밥']","['6,000원', '8,000원', '35,000원', '6,000원', '8,000원', '8,000원', '6,000원', '6,000원']",6000,35000,29000,5.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20221111110245307_photo_277d4bf6869c.jpg,https://www.diningcode.com/profile.php?rid=V4PLLgWb7wfH,['40대'],"['점심식사', '데이트']",['깔끔한']
왕자관,면요리,광주시 동구 충장로1가 8-2,062-222-3344,매일 오전 10시 - 오후 9시 30분,"['유니짜장', '짬뽕', '짬뽕밥', '탕수육 小', '탕수육 中', '탕수육 大']","['5,000원', '6,000원', '7,000원', '18,000원', '23,000원', '28,000원']",5000,28000,23000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=2pTlOb2y2y5d,['30대'],"['점심식사', '혼밥', '데이트']","['깔끔한', '예쁜']"
김명화서리태콩국수,면요리,광주시 담양군 고서면 1257-4,062-651-3232,매일 오전 11시 - 오후 8시,"['서리태 콩국수', '서리태 콩물 1리터', '홈.셋.트', '팥칼국수', '투명만두']","['11,000원', '13,000원', '18,000원', '9,000원', '6,000원']",6000,18000,12000,3.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20190803104313_photo1_yWq7n26CqVPd.jpg,https://www.diningcode.com/profile.php?rid=e6xA7abttB6N,['40대'],"['점심식사', '저녁식사']",[]
1st Recipe,면요리,광주시 동구 황금동 76-2,062-234-4567,"월,수,목,금,토/일 오전 11시 30분 - 오후 9시 30분","['후레쉬 살몬 샐러드', '리코타 치즈 샐러드', '플라워 딥 디쉬 피자', '연어 플랫브레드(피자)', '시금치 플랫브레드(피자)', '한우안심 필라프', '봉골레 알리오올리오 파스타', '참깨블랙누들파스타', '크랩 로제파스타', '한우 미트소스 라자냐', '이탈리안 비프케밥', '휄레미뇽 안심 스테이크']","['13,000원', '12,000원', '18,000원', '14,000원', '14,000원', '11,000원', '11,000원', '13,000원', '13,000원', '14,000원', '25,000원', '28,000원']",11000,28000,17000,3.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20191118023848_photo1_12ad51bce50e.jpg,https://www.diningcode.com/profile.php?rid=zYfx4ecxQjX3,['40대'],"['점심식사', '저녁식사', '데이트', '간식']","['고급스러운', '깔끔한']"
구사역,면요리,광주시 동구 광산동 88-7,062-223-9493,"오늘의 안주 20,000원","['오늘의 안주', '매콤 국물 떡볶이', '기차 계란말이', '마른안주', '훈제치킨 로제파스타', '진미채 골뱅이 소면', '매콤 치즈 갈비찜', '김치전', '구사화채', '오꼬노미야끼', '구사 모듬 과일', '구사 황도', '돼지고기 두부김치', '낙지볶음', '제육볶음', '닭볶음탕', '차돌박이 숙주볶음', '닭똥집 볶음+계란찜세트', '무뼈 닭발볶음+계란찜', '국물 닭발+주먹밥 세트', '오돌뼈 볶음+주먹밥 세트', '쭈꾸미 삼겹살', '구사 떡갈비', '고로케 새우튀김', '모듬 소시지+감자튀김', '또띠아+순살치킨', '모듬튀김', '칠리새우+감자튀김', '케이준 치킨 샐러드', '간사이 오뎅탕', '매운짬뽕', '해물알탕', '묵은지 뼈다귀탕', '구사 김치찌개', '구사 부대찌개', '나가사끼 짬뽕', '곱창전골', '모시조개 브로콜리탕', '불고기 전골', '한방 닭백숙(죽or칼국수)', '해물라면', '계란찜', '주먹밥', '볶음밥', '공기밥', '중국당면', '라면사리', '우동사리', 'SET1,구사 김치찌개&amp;윙봉+감자튀김', 'SET2.매콤국물떡볶이&amp;모든튀김']","['20,000원', '18,000원', '14,000원', '16,000원', '21,000원', '20,000원', '21,000원', '15,000원', '18,000원', '15,000원', '19,000원', '13,000원', '18,000원', '20,000원', '19,000원', '20,000원', '20,000원', '20,000원', '21,000원', '19,000원', '19,000원', '20,000원', '19,000원', '20,000원', '18,000원', '20,000원', '18,000원', '19,000원', '17,000원', '19,000원', '20,000원', '20,000원', '21,000원', '19,000원', '20,000원', '20,000원', '20,000원', '20,000원', '20,000원', '20,000원', '5,000원', '5,000원', '3,000원', '8,000원', '1,000원', '2,500원', '1,000원', '2,000원', '31,000원', '30,000원']",1000,31000,30000,3.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200108104611197_photo_f8089d108807.jpg,https://www.diningcode.com/profile.php?rid=vYzUJrPzi1aY,[],[],[]
